Time;latitude;longitude;T aria (°C);Umidità aria (%);pioggia (count);pioggia (mm);radiazione globale(W/m2);direzone vento (gradi);velocità vento (m/sec)
30-Jun-2025 10:00:00;37.6180191;14.97113609;31.2;38.7;0;0;1078.2055;132.9795;NaN
30-Jun-2025 11:00:00;37.6180191;14.97113609;30.9;38.55;0;0;1093.601;86.826;NaN
30-Jun-2025 12:00:00;37.6180191;14.97113609;31.65;37.65;0;0;993.163;166.4745;NaN
30-Jun-2025 13:00:00;37.6180191;14.97113609;32;37.95;0;0;892.2935;118.0155;NaN
30-Jun-2025 14:00:00;37.6180191;14.97113609;31.7;38.5;0;0;729.338;60.987;NaN
30-Jun-2025 15:00:00;37.6180191;14.97113609;31.05;40.15;0;0;575.3785;139.548;NaN
30-Jun-2025 16:00:00;37.6180191;14.97113609;30.15;46.7;0;0;368.1465;82.3455;NaN
30-Jun-2025 17:00:00;37.6180191;14.97113609;27.05;55.2;0;0;117.508;59.334;NaN
30-Jun-2025 18:00:00;37.6180191;14.97113609;23.55;63.2;0;0;2.266;58.638;NaN
30-Jun-2025 19:00:00;37.6180191;14.97113609;22.05;63.65;0;0;0.002;81.519;NaN
30-Jun-2025 20:00:00;37.6180191;14.97113609;21.55;59.4;0;0;0.002;349.218;NaN
30-Jun-2025 21:00:00;37.6180191;14.97113609;21.45;60.45;0;0;0;234.987;NaN
30-Jun-2025 22:00:00;37.6180191;14.97113609;21.4;63.5;0;0;0;337.821;NaN
30-Jun-2025 23:00:00;37.6180191;14.97113609;21.6;61.85;0;0;0;339.909;NaN
01-Jul-2025 00:00:00;37.6180191;14.97113609;21.25;61.4;0;0;0;350.349;NaN
01-Jul-2025 01:00:00;37.6180191;14.97113609;20.9;60.73333333;0;0;0;237.307;NaN
01-Jul-2025 02:00:00;37.6180191;14.97113609;20.7;58;0;0;0.002;207.7125;NaN
01-Jul-2025 03:00:00;37.6180191;14.97113609;19.95;60.55;0;0;9.5505;348.3045;NaN
01-Jul-2025 04:00:00;37.6180191;14.97113609;21.5;61.85;0;0;68.229;331.3395;NaN
01-Jul-2025 05:00:00;37.6180191;14.97113609;26.7;50.5;0;0;427.6965;251.43;NaN
01-Jul-2025 06:00:00;37.6180191;14.97113609;28.6;45.9;0;0;607.612;215.1075;NaN
01-Jul-2025 07:00:00;37.6180191;14.97113609;28.75;47.95;0;0;751.7025;122.9745;NaN
01-Jul-2025 08:00:00;37.6180191;14.97113609;30.1;47.9;0;0;912.8415;159.0795;NaN
01-Jul-2025 09:00:00;37.6180191;14.97113609;30.65;47.6;0;0;811.795;214.02;NaN
01-Jul-2025 10:00:00;37.6180191;14.97113609;31.4;46.75;0;0;1080.268;135.1545;NaN
01-Jul-2025 11:00:00;37.6180191;14.97113609;31.55;44.8;0;0;1148.6585;49.9815;NaN
01-Jul-2025 12:00:00;37.6180191;14.97113609;32.15;42.5;0;0;751.9615;112.1865;NaN
01-Jul-2025 13:00:00;37.6180191;14.97113609;32.1;43.45;0;0;899.0545;74.994;NaN
01-Jul-2025 14:00:00;37.6180191;14.97113609;30.65;46.2;0;0;753.4785;62.466;NaN
01-Jul-2025 15:00:00;37.6180191;14.97113609;29.15;47.7;0;0;492.049;59.16;NaN
01-Jul-2025 16:00:00;37.6180191;14.97113609;28.35;49.95;0;0;342.433;18.183;NaN
01-Jul-2025 17:00:00;37.6180191;14.97113609;26.3;54.9;0;0;76.4815;42.6735;NaN
01-Jul-2025 18:00:00;37.6180191;14.97113609;23.6;63.2;0;0;2.0805;14.355;NaN
01-Jul-2025 19:00:00;37.6180191;14.97113609;22.1;65.75;0;0;0;188.616;NaN
01-Jul-2025 20:00:00;37.6180191;14.97113609;21.7;66.2;0;0;0;335.646;NaN
01-Jul-2025 21:00:00;37.6180191;14.97113609;21.7;69.25;0;0;0;310.1985;NaN
01-Jul-2025 22:00:00;37.6180191;14.97113609;21.4;70.85;0;0;0;321.117;NaN
01-Jul-2025 23:00:00;37.6180191;14.97113609;20.9;72.6;0;0;0;332.775;NaN
02-Jul-2025 00:00:00;37.6180191;14.97113609;21.75;68.6;0;0;0;288.753;NaN
02-Jul-2025 01:00:00;37.6180191;14.97113609;22.25;67.35;0;0;0;339.4305;NaN
02-Jul-2025 02:00:00;37.6180191;14.97113609;22.05;65.15;0;0;0.002;325.641;NaN
02-Jul-2025 03:00:00;37.6180191;14.97113609;21.6;62.45;0;0;9.5915;186.702;NaN
02-Jul-2025 04:00:00;37.6180191;14.97113609;22.95;59.1;0;0;65.465;346.521;NaN
02-Jul-2025 05:00:00;37.6180191;14.97113609;28;51.05;0;0;404.664;44.109;NaN
02-Jul-2025 06:00:00;37.6180191;14.97113609;28.95;51;0;0;601.6715;96.744;NaN
02-Jul-2025 07:00:00;37.6180191;14.97113609;29.75;47.25;0;0;779.273;69.4695;NaN
02-Jul-2025 08:00:00;37.6180191;14.97113609;31.05;43.15;0;0;947.2385;73.1235;NaN
02-Jul-2025 09:00:00;37.6180191;14.97113609;31.9;42.5;0;0;1057.0025;128.934;NaN
02-Jul-2025 10:00:00;37.6180191;14.97113609;32.25;41.75;0;0;1131.3725;121.0605;NaN
02-Jul-2025 11:00:00;37.6180191;14.97113609;32.65;39.95;0;0;1121.272;89.3925;NaN
02-Jul-2025 12:00:00;37.6180191;14.97113609;32.65;38.8;0;0;1025.0825;75.7335;NaN
02-Jul-2025 13:00:00;37.6180191;14.97113609;33.1;37.9;0;0;907.9065;61.683;NaN
02-Jul-2025 14:00:00;37.6180191;14.97113609;32.7;38.25;0;0;740.4205;45.24;NaN
02-Jul-2025 15:00:00;37.6180191;14.97113609;31.55;40.05;0;0;550.1695;97.614;NaN
02-Jul-2025 16:00:00;37.6180191;14.97113609;30.05;41.7;0;0;345.685;32.3205;NaN
02-Jul-2025 17:00:00;37.6180191;14.97113609;27.85;47.15;0;0;105.023;52.2;NaN
02-Jul-2025 18:00:00;37.6180191;14.97113609;25.4;47.3;0;0;1.979;60.1605;NaN
02-Jul-2025 19:00:00;37.6180191;14.97113609;23.6;52.2;0;0;0.002;181.0035;NaN
02-Jul-2025 20:00:00;37.6180191;14.97113609;22.5;55.85;0;0;0.002;338.0385;NaN
02-Jul-2025 21:00:00;37.6180191;14.97113609;22.95;54;0;0;0.002;179.7855;NaN
02-Jul-2025 22:00:00;37.6180191;14.97113609;23;55.4;0;0;0;172.8255;NaN
02-Jul-2025 23:00:00;37.6180191;14.97113609;22.45;58.3;0;0;0;176.9145;NaN
03-Jul-2025 00:00:00;37.6180191;14.97113609;22.25;59.7;0;0;0;344.3025;NaN
03-Jul-2025 01:00:00;37.6180191;14.97113609;21.75;57.85;0;0;0;172.3905;NaN
03-Jul-2025 02:00:00;37.6180191;14.97113609;22.45;56.9;0;0;0.002;354.2205;NaN
03-Jul-2025 03:00:00;37.6180191;14.97113609;22.05;54.75;0;0;9.205;347.739;NaN
03-Jul-2025 04:00:00;37.6180191;14.97113609;23.1;54.2;0;0;63.36;348.6525;NaN
03-Jul-2025 05:00:00;37.6180191;14.97113609;28.05;47.35;0;0;418.168;255.693;NaN
03-Jul-2025 06:00:00;37.6180191;14.97113609;29.9;46.2;0;0;604.297;67.2945;NaN
03-Jul-2025 07:00:00;37.6180191;14.97113609;30.6;45.8;0;0;789.9125;112.1865;NaN
03-Jul-2025 08:00:00;37.6180191;14.97113609;31.53333333;44.06666667;0;0;936.1256667;116.174;NaN
03-Jul-2025 09:00:00;37.6180191;14.97113609;31.85;45.15;0;0;1061.077;48.807;NaN
03-Jul-2025 10:00:00;37.6180191;14.97113609;32.4;43.45;0;0;1120.659;51.243;NaN
03-Jul-2025 11:00:00;37.6180191;14.97113609;32.7;42.95;0;0;1108.6215;87.435;NaN
03-Jul-2025 12:00:00;37.6180191;14.97113609;32.2;44.1;0;0;1028.3675;53.8095;NaN
03-Jul-2025 13:00:00;37.6180191;14.97113609;32.05;42.9;0;0;914.883;27.753;NaN
03-Jul-2025 14:00:00;37.6180191;14.97113609;31.6;41.3;0;0;744.78;57.8115;NaN
03-Jul-2025 15:00:00;37.6180191;14.97113609;30.7;43.15;0;0;571.0285;207.147;NaN
03-Jul-2025 16:00:00;37.6180191;14.97113609;29.8;44.75;0;0;366.663;189.6165;NaN
03-Jul-2025 17:00:00;37.6180191;14.97113609;27.25;44.95;0;0;111.8795;61.0305;NaN
03-Jul-2025 18:00:00;37.6180191;14.97113609;24.7;50.23333333;0;0;2.850333333;41.615;NaN
03-Jul-2025 19:00:00;37.6180191;14.97113609;22.85;54;0;0;0;356.2215;NaN
03-Jul-2025 20:00:00;37.6180191;14.97113609;22;55.45;0;0;0;354.0465;NaN
03-Jul-2025 21:00:00;37.6180191;14.97113609;21.55;58.25;0;0;0;178.3935;NaN
03-Jul-2025 22:00:00;37.6180191;14.97113609;21.3;58.2;0;0;0;338.2125;NaN
03-Jul-2025 23:00:00;37.6180191;14.97113609;21.05;59.15;0;0;0;341.2575;NaN
04-Jul-2025 00:00:00;37.6180191;14.97113609;21.05;59.2;0;0;0;162.7335;NaN
04-Jul-2025 01:00:00;37.6180191;14.97113609;21.2;59.15;0;0;0;338.256;NaN
04-Jul-2025 02:00:00;37.6180191;14.97113609;21.45;59.55;0;0;0.002;173.3475;NaN
04-Jul-2025 03:00:00;37.6180191;14.97113609;22.4;54.8;0;0;9.0575;191.835;NaN
04-Jul-2025 04:00:00;37.6180191;14.97113609;23.65;55.7;0;0;63.9585;216.7605;NaN
04-Jul-2025 05:00:00;37.6180191;14.97113609;28.45;49.95;0;0;398.747;305.022;NaN
04-Jul-2025 06:00:00;37.6180191;14.97113609;29.65;47.05;0;0;591.642;232.899;NaN
04-Jul-2025 07:00:00;37.6180191;14.97113609;30.4;45.35;0;0;781.7395;101.0505;NaN
04-Jul-2025 08:00:00;37.6180191;14.97113609;31.55;43.4;0;0;934.7995;103.617;NaN
04-Jul-2025 09:00:00;37.6180191;14.97113609;32.25;43.75;0;0;1076.3545;117.798;NaN
04-Jul-2025 10:00:00;37.6180191;14.97113609;32.15;43.45;0;0;1142.842;132.153;NaN
04-Jul-2025 11:00:00;37.6180191;14.97113609;32.4;44.6;0;0;1063.5915;69.6;NaN
04-Jul-2025 12:00:00;37.6180191;14.97113609;29.05;57.05;0;0;365.9115;68.4255;NaN
04-Jul-2025 13:00:00;37.6180191;14.97113609;30.7;49.45;0;0;829.877;223.1115;NaN
04-Jul-2025 14:00:00;37.6180191;14.97113609;29.6;57.65;0;0;413.1245;222.372;NaN
04-Jul-2025 15:00:00;37.6180191;14.97113609;25.65;77.15;1;0.2;201.8395;82.6935;NaN
04-Jul-2025 16:00:00;37.6180191;14.97113609;26.4;84.25;9;1.8;360.209;177.7845;NaN
04-Jul-2025 17:00:00;37.6180191;14.97113609;25.65;81.1;1;0.2;115.699;162.168;NaN
04-Jul-2025 18:00:00;37.6180191;14.97113609;22.5;90.85;0;0;2.298;168.519;NaN
04-Jul-2025 19:00:00;37.6180191;14.97113609;21.75;88.6;0;0;0.002;315.375;NaN
04-Jul-2025 20:00:00;37.6180191;14.97113609;20.9;86.2;0;0;0.002;344.9115;NaN
04-Jul-2025 21:00:00;37.6180191;14.97113609;20.8;80.6;0;0;0.002;324.597;NaN
04-Jul-2025 22:00:00;37.6180191;14.97113609;20;74.2;0;0;0.002;337.4295;NaN
04-Jul-2025 23:00:00;37.6180191;14.97113609;21.15;60.9;0;0;0.001;180.3945;NaN
05-Jul-2025 00:00:00;37.6180191;14.97113609;21.55;58.65;0;0;0;344.0415;NaN
05-Jul-2025 01:00:00;37.6180191;14.97113609;20.95;53.35;0;0;0;270.657;NaN
05-Jul-2025 02:00:00;37.6180191;14.97113609;20.85;53.05;0;0;0.0015;326.9895;NaN
05-Jul-2025 03:00:00;37.6180191;14.97113609;21.65;51.55;0;0;9.159;335.82;NaN
05-Jul-2025 04:00:00;37.6180191;14.97113609;22.7;56.6;0;0;66.1245;169.3455;NaN
05-Jul-2025 05:00:00;37.6180191;14.97113609;26.6;50.8;0;0;416.503;239.076;NaN
05-Jul-2025 06:00:00;37.6180191;14.97113609;28.9;42.55;0;0;619.0605;161.994;NaN
05-Jul-2025 07:00:00;37.6180191;14.97113609;30.75;38.85;0;0;793.6375;249.951;NaN
05-Jul-2025 08:00:00;37.6180191;14.97113609;31.5;43.1;0;0;963.018;151.728;NaN
05-Jul-2025 09:00:00;37.6180191;14.97113609;29.55;49.7;0;0;318.9065;244.209;NaN
05-Jul-2025 10:00:00;37.6180191;14.97113609;29.75;56.05;0;0;780.6065;118.1025;NaN
05-Jul-2025 11:00:00;37.6180191;14.97113609;31.25;48.7;0;0;842.009;75.6465;NaN
05-Jul-2025 12:00:00;37.6180191;14.97113609;32.05;44.15;0;0;598.728;61.335;NaN
05-Jul-2025 13:00:00;37.6180191;14.97113609;33;37.65;0;0;816.008;39.1065;NaN
05-Jul-2025 14:00:00;37.6180191;14.97113609;31.43333333;44.73333333;0;0;499.5296667;48.488;NaN
05-Jul-2025 15:00:00;37.6180191;14.97113609;30.85;43.15;0;0;345.847;187.3545;NaN
05-Jul-2025 16:00:00;37.6180191;14.97113609;30.05;51.35;0;0;324.667;38.6715;NaN
05-Jul-2025 17:00:00;37.6180191;14.97113609;28.35;47.9;0;0;90.4555;305.3265;NaN
05-Jul-2025 18:00:00;37.6180191;14.97113609;24.2;58.15;0;0;1.855;178.698;NaN
05-Jul-2025 19:00:00;37.6180191;14.97113609;23.35;56.15;0;0;0.002;165.996;NaN
05-Jul-2025 20:00:00;37.6180191;14.97113609;22.3;58.2;0;0;0.002;208.539;NaN
05-Jul-2025 21:00:00;37.6180191;14.97113609;22.3;59.15;0;0;0.002;317.811;NaN
05-Jul-2025 22:00:00;37.6180191;14.97113609;22.15;58.75;0;0;0.002;318.7245;NaN
05-Jul-2025 23:00:00;37.6180191;14.97113609;21.8;58.05;0;0;0.001;346.173;NaN
06-Jul-2025 00:00:00;37.6180191;14.97113609;21.7;55.65;0;0;0;172.8255;NaN
06-Jul-2025 01:00:00;37.6180191;14.97113609;21.35;55.35;0;0;0;179.568;NaN
06-Jul-2025 02:00:00;37.6180191;14.97113609;21.6;53.65;0;0;0.0015;278.748;NaN
06-Jul-2025 03:00:00;37.6180191;14.97113609;21.45;53.05;0;0;9.6815;329.469;NaN
06-Jul-2025 04:00:00;37.6180191;14.97113609;22.35;53.15;0;0;67.509;350.3055;NaN
06-Jul-2025 05:00:00;37.6180191;14.97113609;27.7;44.7;0;0;407.964;325.38;NaN
06-Jul-2025 06:00:00;37.6180191;14.97113609;29.85;39.6;0;0;614.1225;116.6235;NaN
06-Jul-2025 07:00:00;37.6180191;14.97113609;30.65;43.75;0;0;790.7955;133.023;NaN
06-Jul-2025 08:00:00;37.6180191;14.97113609;31.4;45.5;0;0;939.804;107.706;NaN
06-Jul-2025 09:00:00;37.6180191;14.97113609;32.25;42.2;0;0;1055.4295;104.487;NaN
06-Jul-2025 10:00:00;37.6180191;14.97113609;32.9;41.35;0;0;1125.5925;109.968;NaN
06-Jul-2025 11:00:00;37.6180191;14.97113609;33.1;40.8;0;0;1124.231;77.4735;NaN
06-Jul-2025 12:00:00;37.6180191;14.97113609;33.7;38.65;0;0;1054.329;54.2445;NaN
06-Jul-2025 13:00:00;37.6180191;14.97113609;32.75;38.05;0;0;929.377;57.0285;NaN
06-Jul-2025 14:00:00;37.6180191;14.97113609;32.15;39.65;0;0;641.6155;52.6785;NaN
06-Jul-2025 15:00:00;37.6180191;14.97113609;29.1;44.75;0;0;155.031;67.512;NaN
06-Jul-2025 16:00:00;37.6180191;14.97113609;28.3;50.9;0;0;158.283;104.748;NaN
06-Jul-2025 17:00:00;37.6180191;14.97113609;27.45;56.25;0;0;95.534;18.009;NaN
06-Jul-2025 18:00:00;37.6180191;14.97113609;24.1;63.5;0;0;1.828;352.872;NaN
06-Jul-2025 19:00:00;37.6180191;14.97113609;22.8;66.55;0;0;0;346.8255;NaN
06-Jul-2025 20:00:00;37.6180191;14.97113609;22.1;68.7;0;0;0;342.5625;NaN
06-Jul-2025 21:00:00;37.6180191;14.97113609;21.9;65.6;0;0;0;184.1355;NaN
06-Jul-2025 22:00:00;37.6180191;14.97113609;21.45;62.15;0;0;0;98.397;NaN
06-Jul-2025 23:00:00;37.6180191;14.97113609;21.8;57.45;0;0;0;176.8275;NaN
07-Jul-2025 00:00:00;37.6180191;14.97113609;22.5;53.55;0;0;0;338.1255;NaN
07-Jul-2025 01:00:00;37.6180191;14.97113609;23.05;49.4;0;0;0;314.8095;NaN
07-Jul-2025 02:00:00;37.6180191;14.97113609;23.2;50.1;0;0;0.001;310.764;NaN
07-Jul-2025 03:00:00;37.6180191;14.97113609;22.35;49.4;0;0;8.234;170.3895;NaN
07-Jul-2025 04:00:00;37.6180191;14.97113609;22.8;52.6;0;0;56.2615;310.155;NaN
07-Jul-2025 05:00:00;37.6180191;14.97113609;26.95;44.8;0;0;406.7605;263.001;NaN
07-Jul-2025 06:00:00;37.6180191;14.97113609;29.1;42.8;0;0;602.928;171.912;NaN
07-Jul-2025 07:00:00;37.6180191;14.97113609;30.3;44.3;0;0;790.112;213.0195;NaN
07-Jul-2025 08:00:00;37.6180191;14.97113609;31.05;44.5;0;0;945.791;259.9995;NaN
07-Jul-2025 09:00:00;37.6180191;14.97113609;32.05;41.3;0;0;1080.234;239.163;NaN
07-Jul-2025 10:00:00;37.6180191;14.97113609;33.3;35.45;0;0;1172.195;195.3585;NaN
07-Jul-2025 11:00:00;37.6180191;14.97113609;34.25;34.45;0;0;894.716;208.8;NaN
07-Jul-2025 12:00:00;37.6180191;14.97113609;34.2;33.55;0;0;1143.1455;260.13;NaN
07-Jul-2025 13:00:00;37.6180191;14.97113609;34.4;34.2;0;0;1137.292;158.862;NaN
